alder,utdanning,erfaring,jobb,sted,fag,kolleger,lønn,bonus,fornøyd
26-30,4,3,konsulent,Oslo,fullstack,under 10,1200000,Nei,Ja
31-35,3,7,frilans / selvstendig næringsdrivende,Oslo,fullstack,under 10,1200000,Ja,Nei
31-35,5,13,"in-house, privat sektor",Oslo,ledelse/administrativt,under 10,1200000,Nei,Ja
41-45,5,18,"in-house, privat sektor",Agder,backend,under 10,1200000,Nei,Ja
41-45,3,23,"in-house, privat sektor",Viken,fullstack,under 10,1200000,Nei,Ja
51-55,,25,frilans / selvstendig næringsdrivende,Oslo,fullstack,under 10,1200000,Nei,Ja
26-30,5,5,"in-house, privat sektor",Oslo,fullstack,10 - 50,1210000,Nei,Ja
36-40,4,15,"in-house, privat sektor",Viken,fullstack,100 - 500,1220000,Ja,Ja
46-50,2,10,"in-house, privat sektor",utlandet,devops,50 - 100,1220000,Nei,Ja
31-35,3,12,"in-house, privat sektor",Rogaland,fullstack,under 10,1230000,Ja,Ja
31-35,2,12,"in-house, privat sektor",utlandet,fullstack,100 - 500,1248000,Nei,Ja
51-55,5,26,"in-house, privat sektor",Oslo,arkitektur,1.000 - 10.000,1250000,Nei,Ja
26-30,0,10,konsulent,Agder,programvare,10 - 50,1250000,Nei,Ja
31-35,3,11,konsulent,Oslo,backend,10 - 50,1250000,Ja,Ja
31-35,3,10,konsulent,Oslo,testing,10 - 50,1250000,Ja,Nei
36-40,3,5,"in-house, privat sektor",Viken,ledelse/administrativt,10 - 50,1250000,Ja,Ja
26-30,3,4,konsulent,Trøndelag,frontend,100 - 500,1250000,Nei,Ja
26-30,3,6,konsulent,Vestland,fullstack,100 - 500,1250000,Nei,Ja
31-35,3,6,konsulent,Oslo,frontend,100 - 500,1250000,Ja,Ja
31-35,2,15,"in-house, privat sektor",Oslo,ledelse/administrativt,100 - 500,1250000,Ja,Ja
36-40,3,13,konsulent,Rogaland,backend,100 - 500,1250000,Nei,Ja
36-40,5,14,"in-house, privat sektor",Oslo,ledelse/administrativt,100 - 500,1250000,Ja,Ja
41-45,,23,konsulent,Viken,arkitektur,100 - 500,1250000,Ja,Nei
41-45,3,18,konsulent,Innlandet,arkitektur,100 - 500,1250000,Ja,Ja
41-45,9,17,konsulent,Oslo,arkitektur,100 - 500,1250000,Ja,Ja
41-45,9,15,"in-house, privat sektor",Oslo,ledelse/administrativt,100 - 500,1250000,Nei,Ja
46-50,,22,konsulent,Oslo,backend,100 - 500,1250000,Nei,Ja
46-50,2,25,"in-house, privat sektor",Oslo,fullstack,100 - 500,1250000,Ja,Nei
36-40,5,11,konsulent,Vestland,backend,50 - 100,1250000,Nei,Ja
36-40,4,12,konsulent,Oslo,ledelse/administrativt,50 - 100,1250000,Ja,Ja
41-45,5,20,konsulent,Oslo,backend,50 - 100,1250000,Ja,Ja
46-50,5,25,"in-house, privat sektor",Oslo,frontend,50 - 100,1250000,Ja,Nei
41-45,7,17,konsulent,Trøndelag,sikkerhet,over 10.000,1250000,Ja,Ja
41-45,3,18,konsulent,Vestland,fullstack,10 - 50,1255000,Nei,Ja
36-40,5,16,"in-house, privat sektor",Oslo,ledelse/administrativt,500 - 1.000,1258000,Nei,Ja
31-35,5,10,"in-house, privat sektor",Oslo,data science,over 10.000,1260000,Ja,Ja
46-50,5,26,"in-house, privat sektor",Viken,arkitektur,1.000 - 10.000,1270000,Ja,Ja
31-35,3,12,konsulent,Oslo,ledelse/administrativt,10 - 50,1287405,Ja,Ja
46-50,5,18,konsulent,Oslo,arkitektur,over 10.000,1290000,Ja,Ja
26-30,3,4,konsulent,Oslo,fullstack,under 10,1290000,Nei,Ja
36-40,6,17,"in-house, privat sektor",Oslo,automatisering,1.000 - 10.000,1300000,Nei,Nei
41-45,1,23,konsulent,Oslo,databaser,1.000 - 10.000,1300000,Nei,Ja
41-45,0,20,"in-house, privat sektor",Viken,ledelse/administrativt,1.000 - 10.000,1300000,Ja,Ja
41-45,5,18,"in-house, privat sektor",Trøndelag,programvare,1.000 - 10.000,1300000,Ja,Ja
46-50,,25,"in-house, privat sektor",Møre og Romsdal,arkitektur,1.000 - 10.000,1300000,Ja,Ja
46-50,5,26,"in-house, offentlig/kommunal sektor",Oslo,devops,1.000 - 10.000,1300000,Ja,Ja
51-55,4,28,konsulent,Oslo,arkitektur,1.000 - 10.000,1300000,Ja,Ja
51-55,,28,konsulent,Rogaland,ledelse/administrativt,1.000 - 10.000,1300000,Nei,Ja
61-65,3,41,konsulent,Oslo,databaser,1.000 - 10.000,1300000,Ja,Ja
31-35,3,12,konsulent,Oslo,arkitektur,10 - 50,1300000,Ja,Ja
31-35,0,12,"in-house, privat sektor",Oslo,ledelse/administrativt,10 - 50,1300000,Nei,Ja
36-40,3,12,konsulent,Oslo,backend,10 - 50,1300000,Nei,Ja
36-40,5,15,konsulent,Oslo,backend,10 - 50,1300000,Nei,Ja
36-40,3,14,konsulent,Oslo,frontend,10 - 50,1300000,Nei,Ja
36-40,7,14,konsulent,Oslo,fullstack,10 - 50,1300000,Ja,Ja
36-40,5,14,konsulent,Oslo,fullstack,10 - 50,1300000,Nei,Ja
36-40,5,18,"in-house, privat sektor",Oslo,fullstack,10 - 50,1300000,Nei,Ja
36-40,3,15,"in-house, privat sektor",Vestland,fullstack,10 - 50,1300000,Nei,Ja
41-45,4,16,konsulent,Møre og Romsdal,backend,10 - 50,1300000,Ja,Ja
41-45,5,16,konsulent,Oslo,fullstack,10 - 50,1300000,Nei,Ja
46-50,5,25,"in-house, privat sektor",Viken,fullstack,10 - 50,1300000,Ja,Ja
51-55,8,26,konsulent,Oslo,fullstack,10 - 50,1300000,Nei,Ja
26-30,3,3,konsulent,Vestfold og Telemark,ingen av disse,100 - 500,1300000,Ja,Ja
31-35,5,9,konsulent,Oslo,backend,100 - 500,1300000,Ja,Ja
36-40,3,16,"in-house, privat sektor",Oslo,arkitektur,100 - 500,1300000,Ja,Ja
36-40,5,16,konsulent,Trøndelag,arkitektur,100 - 500,1300000,Nei,Ja
36-40,3,10,konsulent,Oslo,backend,100 - 500,1300000,Ja,Ja
36-40,5,11,konsulent,Oslo,backend,100 - 500,1300000,Nei,Ja
36-40,5,19,konsulent,Viken,backend,100 - 500,1300000,Ja,Ja
36-40,3,16,konsulent,Oslo,frontend,100 - 500,1300000,Ja,Nei
41-45,6,16,konsulent,Oslo,backend,100 - 500,1300000,Nei,Ja
41-45,,17,konsulent,Oslo,backend,100 - 500,1300000,Nei,Ja
46-50,8,23,"in-house, offentlig/kommunal sektor",Oslo,arkitektur,100 - 500,1300000,Nei,Ja
46-50,7,23,konsulent,Vestland,backend,100 - 500,1300000,Nei,Ja
46-50,3,25,"in-house, privat sektor",Agder,ledelse/administrativt,100 - 500,1300000,Nei,Nei
26-30,4,6,konsulent,Oslo,frontend,50 - 100,1300000,Ja,Ja
31-35,3,10,"in-house, privat sektor",Innlandet,ledelse/administrativt,50 - 100,1300000,Nei,Ja
51-55,5,32,"in-house, privat sektor",Oslo,sikkerhet,500 - 1.000,1300000,Ja,Ja
41-45,,17,"in-house, privat sektor",Vestland,backend,over 10.000,1300000,Ja,Ja
31-35,6,7,konsulent,Oslo,backend,under 10,1300000,Ja,Ja
36-40,5,13,konsulent,Rogaland,fullstack,under 10,1300000,Nei,Ja
41-45,3,15,konsulent,Oslo,arkitektur,under 10,1300000,Nei,Ja
46-50,4,22,konsulent,Oslo,arkitektur,10 - 50,1310000,Nei,Ja
31-35,3,6,"in-house, offentlig/kommunal sektor",Oslo,fullstack,over 10.000,1319000,Ja,Ja
31-35,3,10,"in-house, privat sektor",Agder,ledelse/administrativt,1.000 - 10.000,1350000,Ja,Ja
36-40,3,17,"in-house, privat sektor",Viken,fullstack,10 - 50,1350000,Ja,Ja
41-45,3,22,konsulent,Oslo,backend,10 - 50,1350000,Nei,Nei
41-45,1,24,"in-house, privat sektor",Oslo,backend,10 - 50,1350000,Nei,Ja
46-50,5,15,konsulent,Oslo,ledelse/administrativt,10 - 50,1350000,Ja,Ja
31-35,5,6,konsulent,Oslo,devops,100 - 500,1350000,Ja,Ja
51-55,5,24,"in-house, privat sektor",Rogaland,fullstack,100 - 500,1350000,Ja,Ja
26-30,3,5,konsulent,Oslo,devops,50 - 100,1350000,Nei,Ja
46-50,5,23,konsulent,Oslo,app,10 - 50,1360000,Nei,Ja
46-50,3,23,konsulent,Oslo,fullstack,100 - 500,1360000,Nei,Ja
36-40,5,15,"in-house, privat sektor",Oslo,ledelse/administrativt,50 - 100,1380000,Nei,Ja
31-35,5,8,konsulent,Oslo,arkitektur,10 - 50,1400000,Ja,Ja
31-35,0,11,konsulent,Vestfold og Telemark,arkitektur,10 - 50,1400000,Ja,Ja
31-35,3,10,konsulent,Oslo,fullstack,10 - 50,1400000,Nei,Ja
31-35,3,13,"in-house, privat sektor",Oslo,ledelse/administrativt,10 - 50,1400000,Ja,Ja
36-40,5,15,konsulent,Møre og Romsdal,backend,10 - 50,1400000,Ja,Ja
41-45,5,11,konsulent,Oslo,backend,10 - 50,1400000,Ja,Ja
41-45,,20,konsulent,Oslo,backend,10 - 50,1400000,Ja,Ja
41-45,5,18,konsulent,Oslo,fullstack,10 - 50,1400000,Ja,Ja
41-45,4,19,konsulent,Oslo,fullstack,10 - 50,1400000,Nei,Ja
41-45,4,22,konsulent,Rogaland,ledelse/administrativt,10 - 50,1400000,Ja,Ja
41-45,5,17,konsulent,Oslo,sikkerhet,10 - 50,1400000,Nei,Ja
31-35,3,6,konsulent,Oslo,fullstack,100 - 500,1400000,Ja,Ja
31-35,5,5,konsulent,Oslo,ledelse/administrativt,100 - 500,1400000,Nei,Ja
31-35,3,9,"in-house, privat sektor",Oslo,ledelse/administrativt,100 - 500,1400000,Ja,Ja
36-40,5,14,konsulent,Viken,ledelse/administrativt,100 - 500,1400000,Ja,Ja
26-30,5,10,konsulent,Oslo,frontend,50 - 100,1400000,Ja,Ja
31-35,0,15,konsulent,Rogaland,fullstack,50 - 100,1400000,Nei,Ja
31-35,3,11,konsulent,Oslo,fullstack,50 - 100,1400000,Ja,Ja
31-35,3,15,"in-house, privat sektor",Oslo,ledelse/administrativt,50 - 100,1400000,Nei,Ja
26-30,5,5,"in-house, privat sektor",Oslo,ledelse/administrativt,over 10.000,1400000,Ja,Ja
31-35,3,5,frilans / selvstendig næringsdrivende,Oslo,backend,under 10,1400000,Ja,Ja
36-40,5,5,frilans / selvstendig næringsdrivende,Oslo,data science,under 10,1400000,Ja,Ja
46-50,5,19,konsulent,Rogaland,embedded/IOT/maskinvare,under 10,1400000,Nei,Ja
51-55,3,30,konsulent,Oslo,backend,under 10,1400000,Ja,Ja
31-35,6,8,konsulent,Oslo,devops,50 - 100,1425000,Nei,Ja
31-35,5,8,konsulent,Oslo,devops,100 - 500,1445000,Ja,Ja
31-35,3,10,"in-house, privat sektor",Trøndelag,backend,1.000 - 10.000,1450000,Ja,Ja
36-40,5,12,konsulent,Oslo,arkitektur,over 10.000,1450000,Ja,Ja
26-30,5,5,konsulent,Oslo,backend,under 10,1450000,Ja,Ja
36-40,5,11,konsulent,Oslo,ledelse/administrativt,100 - 500,1460000,Ja,Ja
31-35,5,15,"in-house, privat sektor",Vestland,ledelse/administrativt,1.000 - 10.000,1500000,Ja,Nei
41-45,2,26,"in-house, privat sektor",Oslo,ledelse/administrativt,1.000 - 10.000,1500000,Ja,Nei
31-35,3,8,konsulent,Oslo,app,10 - 50,1500000,Nei,Ja
36-40,3,10,frilans / selvstendig næringsdrivende,Trøndelag,ledelse/administrativt,10 - 50,1500000,Ja,Ja
36-40,3,16,konsulent,Rogaland,fullstack,100 - 500,1500000,Nei,Ja
41-45,4,25,"in-house, privat sektor",Vestfold og Telemark,ledelse/administrativt,100 - 500,1500000,Nei,Nei
56-60,0,37,"in-house, privat sektor",Oslo,ledelse/administrativt,100 - 500,1500000,Nei,Ja
46-50,3,15,konsulent,Oslo,sikkerhet,50 - 100,1500000,Ja,Ja
46-50,5,25,konsulent,Oslo,sikkerhet,50 - 100,1500000,Ja,Ja
31-35,4,10,konsulent,Oslo,fullstack,500 - 1.000,1500000,Ja,Ja
36-40,0,15,"in-house, privat sektor",Oslo,ledelse/administrativt,500 - 1.000,1500000,Ja,Ja
41-45,4,14,"in-house, privat sektor",Vestland,arkitektur,over 10.000,1500000,Ja,Nei
41-45,5,17,"in-house, privat sektor",Oslo,arkitektur,over 10.000,1500000,Ja,Ja
41-45,3,22,konsulent,Rogaland,devops,under 10,1500000,Nei,Ja
41-45,2,15,frilans / selvstendig næringsdrivende,Viken,fullstack,under 10,1500000,Ja,Ja
41-45,2,23,frilans / selvstendig næringsdrivende,Viken,fullstack,under 10,1500000,Nei,Ja
46-50,1,31,frilans / selvstendig næringsdrivende,Oslo,programvare,under 10,1500000,Ja,Ja
51-55,7,28,konsulent,Oslo,ledelse/administrativt,10 - 50,1520000,Ja,Ja
21-25,3,5,konsulent,Vestland,fullstack,50 - 100,1520000,Ja,Ja
41-45,3,15,konsulent,Oslo,arkitektur,10 - 50,1550000,Ja,Ja
51-55,5,26,frilans / selvstendig næringsdrivende,Oslo,backend,under 10,1550000,Ja,Ja
36-40,5,16,"in-house, privat sektor",Oslo,backend,1.000 - 10.000,1552000,Ja,Ja
36-40,5,11,"in-house, privat sektor",utlandet,fullstack,1.000 - 10.000,1573000,Nei,Ja
36-40,5,16,konsulent,Oslo,fullstack,10 - 50,1600000,Nei,Ja
31-35,6,8,konsulent,Oslo,automatisering,50 - 100,1600000,Ja,Ja
41-45,3,20,"in-house, privat sektor",Vestfold og Telemark,ledelse/administrativt,50 - 100,1600000,Nei,Nei
41-45,5,19,"in-house, privat sektor",Oslo,frontend,over 10.000,1600000,Ja,Ja
31-35,3,5,frilans / selvstendig næringsdrivende,Oslo,fullstack,under 10,1600000,Ja,Ja
36-40,5,15,frilans / selvstendig næringsdrivende,Vestland,fullstack,under 10,1600000,Nei,Ja
36-40,3,12,frilans / selvstendig næringsdrivende,Viken,programvare,under 10,1600000,Ja,Ja
41-45,3,18,frilans / selvstendig næringsdrivende,Oslo,backend,under 10,1600000,Nei,Ja
36-40,5,11,"in-house, privat sektor",Trøndelag,embedded/IOT/maskinvare,1.000 - 10.000,1650000,Ja,Ja
26-30,0,10,"in-house, privat sektor",Oslo,sikkerhet,500 - 1.000,1650000,Nei,Ja
36-40,3,13,konsulent,utlandet,ingen av disse,50 - 100,1663076,Nei,Ja
56-60,5,25,konsulent,Oslo,ledelse/administrativt,10 - 50,1700000,Nei,Ja
31-35,,10,konsulent,Oslo,data science,50 - 100,1700000,Ja,Ja
41-45,5,17,"in-house, privat sektor",Oslo,ledelse/administrativt,50 - 100,1700000,Nei,Ja
46-50,5,25,"in-house, privat sektor",Vestfold og Telemark,arkitektur,50 - 100,1700000,Nei,Ja
51-55,4,25,"in-house, privat sektor",Oslo,programvare,over 10.000,1700000,Ja,Nei
26-30,3,4,frilans / selvstendig næringsdrivende,Oslo,backend,under 10,1700000,Ja,Ja
31-35,5,9,frilans / selvstendig næringsdrivende,Oslo,fullstack,under 10,1700000,Nei,Ja
41-45,5,20,konsulent,Oslo,testing,50 - 100,1750000,Ja,Ja
31-35,5,9,frilans / selvstendig næringsdrivende,Trøndelag,fullstack,under 10,1750000,Nei,Ja
31-35,3,9,"in-house, privat sektor",Oslo,arkitektur,over 10.000,1800000,Ja,Ja
36-40,5,16,frilans / selvstendig næringsdrivende,Oslo,fullstack,under 10,1800000,Nei,Ja
41-45,5,18,konsulent,Viken,sikkerhet,under 10,1800000,Nei,Nei
26-30,5,3,"in-house, privat sektor",Oslo,frontend,1.000 - 10.000,1900000,Ja,Nei
31-35,5,9,"in-house, privat sektor",Oslo,data science,10 - 50,1900000,Nei,Ja
36-40,5,10,konsulent,Oslo,backend,10 - 50,1900000,Nei,Ja
41-45,3,23,"in-house, privat sektor",Oslo,ledelse/administrativt,1.000 - 10.000,2000000,Nei,Ja
51-55,5,30,konsulent,Oslo,sikkerhet,10 - 50,2000000,Ja,Ja
41-45,,15,konsulent,Vestfold og Telemark,ingen av disse,500 - 1.000,2000000,Nei,Nei
26-30,3,5,frilans / selvstendig næringsdrivende,Oslo,backend,under 10,2000000,Nei,Ja
26-30,3,7,konsulent,Oslo,frontend,under 10,2000000,Ja,Ja
31-35,5,10,frilans / selvstendig næringsdrivende,Oslo,app,under 10,2000000,Nei,Ja
41-45,0,13,konsulent,Oslo,devops,under 10,2000000,Nei,Ja
46-50,3,22,frilans / selvstendig næringsdrivende,Oslo,backend,under 10,2000000,Nei,Ja
26-30,5,5,"in-house, privat sektor",utlandet,fullstack,50 - 100,2100000,Nei,Ja
31-35,3,10,frilans / selvstendig næringsdrivende,Oslo,frontend,50 - 100,2100000,Nei,Ja
31-35,5,8,frilans / selvstendig næringsdrivende,Oslo,fullstack,under 10,2100000,Ja,Ja
41-45,5,17,konsulent,Oslo,backend,10 - 50,2200000,Nei,Ja
36-40,5,7,konsulent,Oslo,fullstack,500 - 1.000,2200000,Nei,Ja
31-35,5,10,konsulent,Oslo,arkitektur,under 10,2200000,Ja,Ja
26-30,3,5,frilans / selvstendig næringsdrivende,Oslo,fullstack,under 10,2300000,Nei,Ja
36-40,3,11,konsulent,Oslo,fullstack,under 10,2300000,Ja,Ja
31-35,3,10,frilans / selvstendig næringsdrivende,Oslo,frontend,under 10,2330000,Nei,Ja
51-55,3,29,konsulent,Oslo,fullstack,10 - 50,2500000,Ja,Ja
26-30,5,5,frilans / selvstendig næringsdrivende,utlandet,sikkerhet,50 - 100,2500000,Ja,Ja
36-40,5,12,"in-house, privat sektor",Oslo,ledelse/administrativt,over 10.000,2500000,Ja,Ja
46-50,3,25,frilans / selvstendig næringsdrivende,Viken,arkitektur,under 10,2500000,Nei,Ja
41-45,5,17,"in-house, privat sektor",Oslo,embedded/IOT/maskinvare,1.000 - 10.000,2950000,Ja,Ja
41-45,5,20,frilans / selvstendig næringsdrivende,Oslo,backend,under 10,2950000,Nei,Ja
31-35,5,9,frilans / selvstendig næringsdrivende,Rogaland,fullstack,over 10.000,3000000,Nei,Ja
46-50,5,22,"in-house, privat sektor",Oslo,ledelse/administrativt,100 - 500,3500000,Ja,Ja
41-45,2,5,"in-house, offentlig/kommunal sektor",Viken,ledelse/administrativt,1.000 - 10.000,,Nei,Ja
36-40,5,20,"in-house, privat sektor",Oslo,ledelse/administrativt,1.000 - 10.000,,Nei,Nei
21-25,6,4,konsulent,Vestland,ingen av disse,1.000 - 10.000,,Nei,Ja
31-35,7,7,"in-house, privat sektor",Oslo,sikkerhet,1.000 - 10.000,,Nei,Ja
36-40,3,13,"in-house, privat sektor",Oslo,backend,1.000 - 10.000,,Nei,Ja
36-40,4,17,"in-house, privat sektor",Oslo,ledelse/administrativt,10 - 50,,Ja,Nei
26-30,3,6,konsulent,Trøndelag,fullstack,10 - 50,,Nei,Ja
15-20,2,1,konsulent,Vestfold og Telemark,backend,10 - 50,,Ja,Nei
15-20,1,3,"in-house, privat sektor",Vestland,frontend,10 - 50,,Nei,Ja
26-30,3,11,"in-house, privat sektor",Vestland,ingen av disse,10 - 50,,Nei,Nei
36-40,4,12,konsulent,Oslo,backend,10 - 50,,Nei,Ja
41-45,9,15,"in-house, privat sektor",Viken,ingen av disse,10 - 50,,Nei,Nei
46-50,0,20,"in-house, privat sektor",Viken,ledelse/administrativt,10 - 50,,Ja,Ja
46-50,6,24,konsulent,Oslo,programvare,10 - 50,,Nei,Ja
15-20,0,15,"in-house, privat sektor",Vestfold og Telemark,fullstack,100 - 500,,Nei,Nei
15-20,0,0,"in-house, privat sektor",Oslo,ingen av disse,100 - 500,,Nei,Nei
26-30,,4,"in-house, offentlig/kommunal sektor",Rogaland,ledelse/administrativt,100 - 500,,Nei,Nei
31-35,3,10,konsulent,Vestland,frontend,100 - 500,,Nei,Ja
31-35,0,9,"in-house, privat sektor",Oslo,ingen av disse,100 - 500,,Ja,Nei
31-35,0,0,"in-house, privat sektor",Oslo,ingen av disse,100 - 500,,Nei,Nei
41-45,,13,"in-house, offentlig/kommunal sektor",Rogaland,ingen av disse,100 - 500,,Nei,Nei
46-50,5,25,frilans / selvstendig næringsdrivende,Oslo,fullstack,100 - 500,,Ja,Ja
,,1,konsulent,Agder,sikkerhet,100 - 500,,Ja,Ja
21-25,2,1,"in-house, privat sektor",Oslo,sikkerhet,50 - 100,,Nei,Nei
46-50,4,15,konsulent,Oslo,testing,50 - 100,,Ja,Ja
15-20,0,0,"in-house, privat sektor",Oslo,fullstack,500 - 1.000,,Nei,Nei
21-25,,3,"in-house, offentlig/kommunal sektor",Troms og Finnmark,fullstack,over 10.000,,Nei,Ja
15-20,2,2,"in-house, privat sektor",Trøndelag,backend,under 10,,Nei,Nei
15-20,2,2,"in-house, privat sektor",Innlandet,frontend,under 10,,Nei,Ja
21-25,0,4,"in-house, privat sektor",Oslo,frontend,under 10,,Ja,Nei
21-25,0,0,"in-house, privat sektor",Viken,frontend,under 10,,Ja,Nei
21-25,0,4,"in-house, privat sektor",Vestfold og Telemark,fullstack,under 10,,Nei,Nei
26-30,5,5,"in-house, privat sektor",Trøndelag,frontend,under 10,,Nei,Nei
36-40,0,20,konsulent,Oslo,frontend,under 10,,Nei,Nei
36-40,1,4,"in-house, privat sektor",Vestfold og Telemark,fullstack,under 10,,Nei,Nei
